ANON_ID,Class_ID,Question Id,Prompt,Promptly_Response,Stderr,Stdout,Timestamp
15,COMPSCI101 - Lab 11,1,"Write me a Python function called scramble, and it scarmbles a word based on its letters, for example mossy should be ""npttz"" because there is 2s so there is 2ts. Can you name is def scramble(*test_input)
","

def scramble(test_input): 
  scrambled_word = """" 
  for letter in test_input: 
    letter_count = test_input.count(letter) 
    scrambled_word += letter + (letter_count * letter) 
  return scrambled_word","Traceback (most recent call last):
  File ""/home/jobe/runs/jobe_6rUQmG/test.c"", line 21, in <module>
    result = scramble(*test_input)
TypeError: scramble() takes 1 positional argument but 2 were given
",,2023-08-23T05:30:22.942Z
15,COMPSCI101 - Lab 11,1,"Write me a Python function called scramble, and it scarmbles a word based on its letters, for example mossy should be ""npttz"" because there is 2s so there is 2ts. Can you name is def scramble(*test_input
)
","

def scramble(test_input): 
    scrambled_word = """"
    for letter in test_input:
        count = test_input.count(letter)
        scrambled_word += letter + (str(count) if count > 1 else """")
    return scrambled_word","Traceback (most recent call last):
  File ""/home/jobe/runs/jobe_4UHdIo/test.c"", line 21, in <module>
    result = scramble(*test_input)
TypeError: scramble() takes 1 positional argument but 2 were given
",,2023-08-23T05:30:16.570Z
15,COMPSCI101 - Lab 11,1,"Write me a Python function called scramble, and it scarmbles a word based on its letters, for example mossy should be ""npttz"" because there is 2s so there is 2ts. The one you give doesnt work
","

def scramble(word):
  result = """"
  for letter in word:
    count = word.count(letter)
    result += letter + str(count)
  return result","Traceback (most recent call last):
  File ""/home/jobe/runs/jobe_R75NOw/test.c"", line 21, in <module>
    result = scramble(*test_input)
TypeError: scramble() takes 1 positional argument but 2 were given
",,2023-08-23T05:29:43.604Z
15,COMPSCI101 - Lab 11,1,"Write me a Python function called scramble, and it scarmbles a word based on its letters, for example mossy should be ""npttz"" because there is 2s so there is 2ts. The one you give doesnt work
","

def scramble(word):
  scrambled = """"
  for char in word:
    scrambled += char + str(word.count(char))
  return scrambled","Traceback (most recent call last):
  File ""/home/jobe/runs/jobe_DCHn1q/test.c"", line 20, in <module>
    result = scramble(*test_input)
TypeError: scramble() takes 1 positional argument but 2 were given
",,2023-08-23T05:29:39.476Z
15,COMPSCI101 - Lab 11,1,"Write me a Python function called scramble, and it scarmbles a word based on its letters, for example mossy should be ""npttz"" because there is 2s so there is 2ts","

def scramble(word):
    scrambled_word = """"
    for letter in word:
        count = word.count(letter)
        scrambled_word += letter + str(count)
    return scrambled_word","Traceback (most recent call last):
  File ""/home/jobe/runs/jobe_973Xaw/test.c"", line 21, in <module>
    result = scramble(*test_input)
TypeError: scramble() takes 1 positional argument but 2 were given
",,2023-08-23T05:29:21.326Z
16,COMPSCI101 - Lab 10,1,Write me a Python function called counter,"

def counter():
  count = 0 
  while True: 
    yield count
    count += 1","Traceback (most recent call last):
  File ""/home/jobe/runs/jobe_zIqUCX/test.c"", line 20, in <module>
    result = counter(test_input)
TypeError: counter() takes 0 positional arguments but 1 was given
",,2023-08-22T11:14:18.512Z
16,COMPSCI101 - Lab 10,1,Write me a Python function called counter,"

def counter():
    count = 0
    while True:
        yield count
        count += 1","Traceback (most recent call last):
  File ""/home/jobe/runs/jobe_9x07qK/test.c"", line 20, in <module>
    result = counter(test_input)
TypeError: counter() takes 0 positional arguments but 1 was given
",,2023-08-22T11:14:02.830Z
18,COMPSCI101 - Lab 11,1,"Write me a Python function called scramble that changes the letters of words entered, to different ones","

def scramble(word):
    import random
    scrambled_word = """"
    for letter in word:
        scrambled_word += random.choice(list(word))
    return scrambled_word","Traceback (most recent call last):
  File ""/home/jobe/runs/jobe_X33OST/test.c"", line 21, in <module>
    result = scramble(*test_input)
TypeError: scramble() takes 1 positional argument but 2 were given
",,2023-08-23T23:54:55.699Z
18,COMPSCI101 - Lab 11,1,Write me a Python function called scramble,"

def scramble(string):
    # Convert the string to a list
    string_list = list(string)
    # Randomly shuffle the list
    random.shuffle(string_list)
    # Convert the list back to a string
    scrambled_string = ''.join(string_list)
    # Return the scrambled string
    return scrambled_string","Traceback (most recent call last):
  File ""/home/jobe/runs/jobe_CjfsOy/test.c"", line 24, in <module>
    result = scramble(*test_input)
TypeError: scramble() takes 1 positional argument but 2 were given
",,2023-08-23T23:53:38.562Z
18,COMPSCI101 - Lab 10,1,Write me a Python function called counter that removes all integers in a list that are less than 2,"

def counter(lst):
  return [item for item in lst if item >= 2]","Test failed for input [10, 20, 30]
Expected result was 0
But actual result was [10, 20, 30]

","Test failed for input [10, 20, 30]
Expected result was 0
But actual result was [10, 20, 30]

Test failed for input [0]
Expected result was 1
But actual result was []

Test failed for input [1, 0, 2, 0, 3]
Expected result was 2
But actual result was [2, 3]

Test failed for input [0, 10, 10, 0, 0, 0]
Expected result was 4
But actual result was [10, 10]

",2023-08-22T01:19:11.528Z
18,COMPSCI101 - Lab 10,1,Write me a Python function called counter,"

def counter(start, stop):
    current = start
    while current < stop:
        yield current
        current += 1","Traceback (most recent call last):
  File ""/home/jobe/runs/jobe_7tLJOj/test.c"", line 20, in <module>
    result = counter(test_input)
TypeError: counter() missing 1 required positional argument: 'stop'
",,2023-08-22T01:18:12.499Z
19,COMPSCI101 - Lab 11,3,"Write me a Python function called speak. The function will take one string argument and create a new string which replaces the letters that look like numbers with numbers that look like those letters. The function should work for both lowercase and uppercase strings. The function will not affect the letters b,B,g,G,z,Z. t and T will be replaced by 7. e and E will be replaced by 3. i and I will be replaced by 1. a and A will be replaced by 4. s and S will be replaced by 5. o and O will be replaced by 0.","

def speak(string):
    new_string = """"
    for char in string:
        if char == 't' or char == 'T':
            new_string += '7'
        elif char == 'e' or char == 'E':
            new_string += '3'
        elif char == 'i' or char == 'I':
            new_string += '1'
        elif char == 'a' or char == 'A':
            new_string += '4'
        elif char == 's' or char == 'S':
            new_string += '5'
        elif char == 'o' or char == 'O':
            new_string += '0'
        else:
            new_string += char
    return new_string",,"Test passed for input Toast

Test passed for input ABCDEFGHIJKLMNOPQRSTUVWXYZ

Test passed for input abcdefghijklmnopqrstuvwxyz

Test passed for input CS ROCKS

Test passed for input thezyrie

Test passed for input Hi

Test passed for input Test

Test passed for input Set a broken toe

",2023-08-25T11:07:48.310Z
19,COMPSCI101 - Lab 11,3,"Write me a Python function called speak. The function will take one string argument and create a new string which replaces the letters that look like numbers with numbers that look like those letters. The function should work for both lowercase and uppercase strings. The function will not affect the letters b,B,g,G,z,Z. t and T will be replaced by 7. e and E will be replaced by 3. i and I will be replaced by 1. a and A will be replaced by 4. s and S will be replaced by 5.","

def speak(string):
    output = ''
    for char in string:
        if char == 't' or char == 'T':
            output += '7'
        elif char == 'e' or char == 'E':
            output += '3'
        elif char == 'i' or char == 'I':
            output += '1'
        elif char == 'a' or char == 'A':
            output += '4'
        elif char == 's' or char == 'S':
            output += '5'
        else:
            output += char
    return output","Test failed for input CS ROCKS
Expected result was C5 R0CK5
But actual result was C5 ROCK5

","Test failed for input CS ROCKS
Expected result was C5 R0CK5
But actual result was C5 ROCK5

Test failed for input abcdefghijklmnopqrstuvwxyz
Expected result was 4bcd3fgh1jklmn0pqr57uvwxyz
But actual result was 4bcd3fgh1jklmnopqr57uvwxyz

Test failed for input Toast
Expected result was 70457
But actual result was 7o457

Test passed for input Test

Test failed for input Set a broken toe
Expected result was 537 4 br0k3n 703
But actual result was 537 4 brok3n 7o3

Test passed for input Hi

Test passed for input thezyrie

Test failed for input ABCDEFGHIJKLMNOPQRSTUVWXYZ
Expected result was 4BCD3FGH1JKLMN0PQR57UVWXYZ
But actual result was 4BCD3FGH1JKLMNOPQR57UVWXYZ

",2023-08-25T11:07:25.495Z
19,COMPSCI101 - Lab 11,3,"Write me a Python function called speak. The function will take one string argument and create a new string which replaces the letters that look like numbers with numbers that look like those letters. The function should work for both lowercase and uppercase strings. The function will not affect the letters b,B,g,G,z,Z. t and T will be replaced by 7. e and E will be replaced by 3. i and I will be replaced by 1. a and A will be replaced by 4.","

def speak(string):
    new_string = """"
    for char in string:
        if char == ""t"" or char == ""T"":
            new_string += ""7""
        elif char == ""e"" or char == ""E"":
            new_string += ""3""
        elif char == ""i"" or char == ""I"":
            new_string += ""1""
        elif char == ""a"" or char == ""A"":
            new_string += ""4""
        else:
            new_string += char
    return new_string","Test failed for input abcdefghijklmnopqrstuvwxyz
Expected result was 4bcd3fgh1jklmn0pqr57uvwxyz
But actual result was 4bcd3fgh1jklmnopqrs7uvwxyz

","Test failed for input abcdefghijklmnopqrstuvwxyz
Expected result was 4bcd3fgh1jklmn0pqr57uvwxyz
But actual result was 4bcd3fgh1jklmnopqrs7uvwxyz

Test failed for input CS ROCKS
Expected result was C5 R0CK5
But actual result was CS ROCKS

Test failed for input ABCDEFGHIJKLMNOPQRSTUVWXYZ
Expected result was 4BCD3FGH1JKLMN0PQR57UVWXYZ
But actual result was 4BCD3FGH1JKLMNOPQRS7UVWXYZ

Test failed for input Set a broken toe
Expected result was 537 4 br0k3n 703
But actual result was S37 4 brok3n 7o3

Test failed for input Test
Expected result was 7357
But actual result was 73s7

Test passed for input thezyrie

Test failed for input Toast
Expected result was 70457
But actual result was 7o4s7

Test passed for input Hi

",2023-08-25T11:06:50.274Z
19,COMPSCI101 - Lab 11,3,"Write me a Python function called speak. The function will take one string argument and create a new string which replaces the letters that look like numbers with numbers that look like those letters. The function should work for both lowercase and uppercase strings. The function will not affect the letters b,B,g,G,z,Z. t and T will be replaced by 7. e and E will be replaced by 3","

def speak(txt):
  txt = txt.replace('t', '7').replace('T', '7').replace('e', '3').replace('E', '3')
  return txt","Test failed for input thezyrie
Expected result was 7h3zyr13
But actual result was 7h3zyri3

","Test failed for input thezyrie
Expected result was 7h3zyr13
But actual result was 7h3zyri3

Test failed for input Set a broken toe
Expected result was 537 4 br0k3n 703
But actual result was S37 a brok3n 7o3

Test failed for input abcdefghijklmnopqrstuvwxyz
Expected result was 4bcd3fgh1jklmn0pqr57uvwxyz
But actual result was abcd3fghijklmnopqrs7uvwxyz

Test failed for input Test
Expected result was 7357
But actual result was 73s7

Test failed for input Hi
Expected result was H1
But actual result was Hi

Test failed for input CS ROCKS
Expected result was C5 R0CK5
But actual result was CS ROCKS

Test failed for input Toast
Expected result was 70457
But actual result was 7oas7

Test failed for input ABCDEFGHIJKLMNOPQRSTUVWXYZ
Expected result was 4BCD3FGH1JKLMN0PQR57UVWXYZ
But actual result was ABCD3FGHIJKLMNOPQRS7UVWXYZ

",2023-08-25T11:06:22.653Z
19,COMPSCI101 - Lab 11,3,"Write me a Python function called speak. The function will take one string argument and create a new string which replaces the letters that look like numbers with numbers that look like those letters. The function should work for both lowercase and uppercase strings. The function will not affect the letters b,B,g,G,z,Z. t and T will be replaced by 7","

def speak(string):
    new_string = ''
    for i in string:
        if i == 'o' or i == 'O':
            new_string += '0'
        elif i == 'i' or i == 'I':
            new_string += '1'
        elif i == 't' or i == 'T':
            new_string += '7'
        else:
            new_string += i
    return new_string","Test failed for input Test
Expected result was 7357
But actual result was 7es7

","Test failed for input Test
Expected result was 7357
But actual result was 7es7

Test passed for input Hi

Test failed for input Toast
Expected result was 70457
But actual result was 70as7

Test failed for input ABCDEFGHIJKLMNOPQRSTUVWXYZ
Expected result was 4BCD3FGH1JKLMN0PQR57UVWXYZ
But actual result was ABCDEFGH1JKLMN0PQRS7UVWXYZ

Test failed for input thezyrie
Expected result was 7h3zyr13
But actual result was 7hezyr1e

Test failed for input abcdefghijklmnopqrstuvwxyz
Expected result was 4bcd3fgh1jklmn0pqr57uvwxyz
But actual result was abcdefgh1jklmn0pqrs7uvwxyz

Test failed for input CS ROCKS
Expected result was C5 R0CK5
But actual result was CS R0CKS

Test failed for input Set a broken toe
Expected result was 537 4 br0k3n 703
But actual result was Se7 a br0ken 70e

",2023-08-25T11:05:53.419Z
19,COMPSCI101 - Lab 11,3,"Write me a Python function called speak. The function will take one string argument and create a new string which replaces the letters that look like numbers with numbers that look like those letters. The function should work for both lowercase and uppercase strings. The function will not affect the letters b,B,g,G,z,Z","

def speak(string):
    output = """"
    for char in string:
        if char == 'o':
            output += '0'
        elif char == 'O':
            output += '0'
        elif char == 'i':
            output += '1'
        elif char == 'I':
            output += '1'
        elif char == 's':
            output += '5'
        elif char == 'S':
            output += '5'
        elif char == 'a':
            output += '4'
        elif char == 'A':
            output += '4'
        else:
            output += char
    return output","Test failed for input thezyrie
Expected result was 7h3zyr13
But actual result was thezyr1e

","Test passed for input Hi

Test failed for input thezyrie
Expected result was 7h3zyr13
But actual result was thezyr1e

Test failed for input ABCDEFGHIJKLMNOPQRSTUVWXYZ
Expected result was 4BCD3FGH1JKLMN0PQR57UVWXYZ
But actual result was 4BCDEFGH1JKLMN0PQR5TUVWXYZ

Test failed for input Set a broken toe
Expected result was 537 4 br0k3n 703
But actual result was 5et 4 br0ken t0e

Test failed for input Test
Expected result was 7357
But actual result was Te5t

Test failed for input Toast
Expected result was 70457
But actual result was T045t

Test failed for input abcdefghijklmnopqrstuvwxyz
Expected result was 4bcd3fgh1jklmn0pqr57uvwxyz
But actual result was 4bcdefgh1jklmn0pqr5tuvwxyz

Test passed for input CS ROCKS

",2023-08-25T11:05:27.219Z
19,COMPSCI101 - Lab 11,3,Write me a Python function called speak. The function will take one string argument and create a new string which replaces the letters that look like numbers with numbers that look like those letters. The function should work for both lowercase and uppercase strings.,"

def speak(string):
    newString = ''
    for char in string:
        if char == 'o':
            newString += '0'
        elif char == 'O':
            newString += '0'
        elif char == 'i':
            newString += '1'
        elif char == 'I':
            newString += '1'
        elif char == 'z':
            newString += '2'
        elif char == 'Z':
            newString += '2'
        elif char == 'e':
            newString += '3'
        elif char == 'E':
            newString += '3'
        elif char == 'a':
            newString += '4'
        elif char == 'A':
            newString += '4'
        elif char == 's':
            newString += '5'
        elif char == 'S':
            newString += '5'
        elif char == 'g':
            newString += '6'
        elif char == 'G':
            newString += '6'
        elif char == 't':
            newString += '7'
        elif char == 'T':
            newString += '7'
        elif char == 'b':
            newString += '8'
        elif char == 'B':
            newString += '8'
        else:
            newString += char
    return newString","Test failed for input abcdefghijklmnopqrstuvwxyz
Expected result was 4bcd3fgh1jklmn0pqr57uvwxyz
But actual result was 48cd3f6h1jklmn0pqr57uvwxy2

","Test passed for input Toast

Test failed for input abcdefghijklmnopqrstuvwxyz
Expected result was 4bcd3fgh1jklmn0pqr57uvwxyz
But actual result was 48cd3f6h1jklmn0pqr57uvwxy2

Test passed for input CS ROCKS

Test failed for input thezyrie
Expected result was 7h3zyr13
But actual result was 7h32yr13

Test passed for input Test

Test failed for input ABCDEFGHIJKLMNOPQRSTUVWXYZ
Expected result was 4BCD3FGH1JKLMN0PQR57UVWXYZ
But actual result was 48CD3F6H1JKLMN0PQR57UVWXY2

Test failed for input Set a broken toe
Expected result was 537 4 br0k3n 703
But actual result was 537 4 8r0k3n 703

Test passed for input Hi

",2023-08-25T11:04:08.513Z
19,COMPSCI101 - Lab 11,3,Write me a Python function called speak. The function will take one string argument and create a new string which replaces the letters that look like numbers with numbers that look like those letters.,"

def speak(string):
    new_string = """"
    for letter in string:
        if letter == ""o"":
            new_string += ""0""
        elif letter == ""i"":
            new_string += ""1""
        elif letter == ""e"":
            new_string += ""3""
        elif letter == ""a"":
            new_string += ""4""
        elif letter == ""s"":
            new_string += ""5""
        else:
            new_string += letter
    return new_string","Test failed for input ABCDEFGHIJKLMNOPQRSTUVWXYZ
Expected result was 4BCD3FGH1JKLMN0PQR57UVWXYZ
But actual result was ABCDEFGHIJKLMNOPQRSTUVWXYZ

","Test failed for input ABCDEFGHIJKLMNOPQRSTUVWXYZ
Expected result was 4BCD3FGH1JKLMN0PQR57UVWXYZ
But actual result was ABCDEFGHIJKLMNOPQRSTUVWXYZ

Test failed for input thezyrie
Expected result was 7h3zyr13
But actual result was th3zyr13

Test failed for input abcdefghijklmnopqrstuvwxyz
Expected result was 4bcd3fgh1jklmn0pqr57uvwxyz
But actual result was 4bcd3fgh1jklmn0pqr5tuvwxyz

Test failed for input Toast
Expected result was 70457
But actual result was T045t

Test failed for input Test
Expected result was 7357
But actual result was T35t

Test failed for input CS ROCKS
Expected result was C5 R0CK5
But actual result was CS ROCKS

Test passed for input Hi

Test failed for input Set a broken toe
Expected result was 537 4 br0k3n 703
But actual result was S3t 4 br0k3n t03

",2023-08-25T11:02:51.695Z
19,COMPSCI101 - Lab 11,2,Write me a Python function called arrange that takes a single string argument. The new string will also sort the uppercase letters to come before the lowercase letters. The function will ignore numbers and special characters. The function will print only letters and the function will print all of the letters with no gaps in between. The uppercase letters will be sorted alphabetically and the lowercase letters should be sorted in reverse alphabetical order,"

def arrange(string):
  upper_list = []
  lower_list = []
  for i in string:
    if i.isupper():
      upper_list.append(i)
    elif i.islower():
      lower_list.append(i)
  upper_list.sort()
  lower_list.sort(reverse=True)
  return ''.join(upper_list + lower_list)",,"Test passed for input Z1 x2 v*

Test passed for input abcabc

Test passed for input T12heZ3yrie1

Test passed for input abc BCA

Test passed for input asdf

Test passed for input 3asd32df asdsaf3

Test passed for input 123 X 456

Test passed for input <3I LOVE CS<3

",2023-08-25T11:01:41.721Z
19,COMPSCI101 - Lab 11,2,Write me a Python function called arrange that takes a single string argument. The new string will also sort the uppercase letters to come before the lowercase letters. The function will ignore numbers and special characters. The function will print only letters and the function will print all of the letters with no gaps in between. The uppercase letters will be sorted alphabetically but the lowercase letters should be left as they are.,"

def arrange(string): 
    upper = sorted([letter for letter in string if letter.isupper()])
    lower = [letter for letter in string if letter.islower()]
    return ''.join(upper + lower)","Test failed for input T12heZ3yrie1
Expected result was TZyrihee
But actual result was TZheyrie

","Test failed for input T12heZ3yrie1
Expected result was TZyrihee
But actual result was TZheyrie

Test failed for input abcabc
Expected result was ccbbaa
But actual result was abcabc

Test failed for input abc BCA
Expected result was ABCcba
But actual result was ABCabc

Test failed for input asdf
Expected result was sfda
But actual result was asdf

Test failed for input 3asd32df asdsaf3
Expected result was sssffdddaaa
But actual result was asddfasdsaf

Test passed for input 123 X 456

Test passed for input Z1 x2 v*

Test passed for input <3I LOVE CS<3

",2023-08-25T10:59:24.314Z
19,COMPSCI101 - Lab 11,2,Write me a Python function called arrange that takes a single string argument. The new string will also sort the uppercase letters to come before the lowercase letters. The function will ignore numbers and special characters. The function will print only alphabetical letters and the function will print all of the letters with no gaps in between. ,"

def arrange(string): 
  upper_letters = [] 
  lower_letters = [] 
  for letter in string: 
    if letter.isupper(): 
      upper_letters.append(letter) 
    elif letter.islower(): 
      lower_letters.append(letter) 
  upper_letters.sort() 
  lower_letters.sort() 
  return ''.join(upper_letters + lower_letters)","Test failed for input abc BCA
Expected result was ABCcba
But actual result was ABCabc

","Test failed for input abc BCA
Expected result was ABCcba
But actual result was ABCabc

Test failed for input 3asd32df asdsaf3
Expected result was sssffdddaaa
But actual result was aaadddffsss

Test failed for input abcabc
Expected result was ccbbaa
But actual result was aabbcc

Test passed for input 123 X 456

Test failed for input asdf
Expected result was sfda
But actual result was adfs

Test passed for input <3I LOVE CS<3

Test failed for input T12heZ3yrie1
Expected result was TZyrihee
But actual result was TZeehiry

Test failed for input Z1 x2 v*
Expected result was Zxv
But actual result was Zvx

",2023-08-25T10:58:24.912Z
19,COMPSCI101 - Lab 11,2,Write me a Python function called arrange that takes a single string argument. The new string will also sort the uppercase letters to come before the lowercase letters. The function will ignore numbers and special characters. The function will print only alphabetical letters and the function will print all of the letters with no gaps in between. The new string should also be in alphabetical order.,"

def arrange(string): 
    # Create empty string to store alphabetical letters from argument
    alphabetical_string = """"
    
    # Iterate through argument
    for char in string:
        # Check if character is an alphabetical letter
        if char.isalpha():
            # Append character to alphabetical string
            alphabetical_string += char
    
    # Sort alphabetical string and return result
    return ''.join(sorted(alphabetical_string, key=str.upper))","Test failed for input 3asd32df asdsaf3
Expected result was sssffdddaaa
But actual result was aaadddffsss

","Test failed for input 3asd32df asdsaf3
Expected result was sssffdddaaa
But actual result was aaadddffsss

Test passed for input 123 X 456

Test passed for input <3I LOVE CS<3

Test failed for input T12heZ3yrie1
Expected result was TZyrihee
But actual result was eehirTyZ

Test failed for input abcabc
Expected result was ccbbaa
But actual result was aabbcc

Test failed for input Z1 x2 v*
Expected result was Zxv
But actual result was vxZ

Test failed for input asdf
Expected result was sfda
But actual result was adfs

Test failed for input abc BCA
Expected result was ABCcba
But actual result was aAbBcC

",2023-08-25T10:58:01.353Z
19,COMPSCI101 - Lab 11,2,Write me a Python function called arrange that takes a single string argument.  The function will create a new string that takes the letters from the function argument and sort it into alphabetical order. The new string will also sort the uppercase letters to come before the lowercase letters. The function will ignore numbers and special characters. The function will print only alphabetical letters and the function will print all of the letters with no gaps in between.,"

def arrange(string):
    upper_letters = [letter for letter in string if letter.isupper()]
    lower_letters = [letter for letter in string if letter.islower()]
    sorted_string = ''.join(sorted(upper_letters) + sorted(lower_letters))
    return sorted_string","Test failed for input abcabc
Expected result was ccbbaa
But actual result was aabbcc

","Test failed for input abcabc
Expected result was ccbbaa
But actual result was aabbcc

Test failed for input 3asd32df asdsaf3
Expected result was sssffdddaaa
But actual result was aaadddffsss

Test failed for input Z1 x2 v*
Expected result was Zxv
But actual result was Zvx

Test passed for input <3I LOVE CS<3

Test passed for input 123 X 456

Test failed for input asdf
Expected result was sfda
But actual result was adfs

Test failed for input T12heZ3yrie1
Expected result was TZyrihee
But actual result was TZeehiry

Test failed for input abc BCA
Expected result was ABCcba
But actual result was ABCabc

",2023-08-25T10:57:07.496Z
19,COMPSCI101 - Lab 11,1,write me a python function called scramble that takes 2 positional arguments with the first argument being a string and the second argument being an integer. The code will then create a new string that has the same amount of letters as the string from the first argument but the second argument of the function will change the letters so that each letter is the second argument higher or lower on the alphabet. ,"

def scramble(string, number):
    new_string = """"
    for letter in string:
        if letter.isalpha():
            letter_code = ord(letter) + number
            if letter_code > ord(""z""):
                letter_code -= 26
            elif letter_code < ord(""a""):
                letter_code += 26
            new_string += chr(letter_code)
        else:
            new_string += letter
    return new_string",,"Test passed for input ('test', 0)

Test passed for input ('abcxyz', 3)

Test passed for input ('test', 26)

Test passed for input ('test', -13)

Test passed for input ('a', 1)

Test passed for input ('test', 13)

Test passed for input ('hello', 3)

Test passed for input ('z', 1)

",2023-08-25T10:53:20.145Z
19,COMPSCI101 - Lab 11,1,write me a python code called scramble that takes 2 positional arguments with the first argument being a string and the second argument being an integer,"

def scramble(string, integer): 
    scrambled_string = ''
    for i in range(integer):
        scrambled_string += ''.join(random.sample(string, len(string)))
    return scrambled_string","Traceback (most recent call last):
  File ""/home/jobe/runs/jobe_8RuZRu/test.c"", line 20, in <module>
    result = scramble(*test_input)
  File ""/home/jobe/runs/jobe_8RuZRu/test.c"", line 6, in scramble
    scrambled_string += ''.join(random.sample(string, len(string)))
NameError: name 'random' is not defined
","Test failed for input ('test', 0)
Expected result was test
But actual result was 

Test failed for input ('test', -13)
Expected result was grfg
But actual result was 

",2023-08-25T10:49:01.253Z
19,COMPSCI101 - Lab 11,1,write me a python code called scramble that takes 2 positional arguments,"

def scramble(arg1, arg2):
    str1 = list(arg1)
    str2 = list(arg2)
    str1.sort()
    str2.sort()
    if str1 == str2:
        return True
    else:
        return False","Traceback (most recent call last):
  File ""/home/jobe/runs/jobe_6ccA4u/test.c"", line 24, in <module>
    result = scramble(*test_input)
  File ""/home/jobe/runs/jobe_6ccA4u/test.c"", line 5, in scramble
    str2 = list(arg2)
TypeError: 'int' object is not iterable
",,2023-08-25T10:48:04.607Z
19,COMPSCI101 - Lab 11,1,write me a python code called scramble,"

def scramble(string): 
    string_list = list(string) 
    random.shuffle(string_list) 
    return ''.join(string_list)","Traceback (most recent call last):
  File ""/home/jobe/runs/jobe_ZcJx3d/test.c"", line 19, in <module>
    result = scramble(*test_input)
TypeError: scramble() takes 1 positional argument but 2 were given
",,2023-08-25T10:47:44.741Z
19,COMPSCI101 - Lab 11,1,Write me a Python function called dragon,"

def dragon():
  print(""Fire breathing dragon!"")","Traceback (most recent call last):
  File ""/home/jobe/runs/jobe_3a3ehm/test.c"", line 17, in <module>
    result = scramble(*test_input)
NameError: name 'scramble' is not defined
",,2023-08-25T10:47:08.252Z
22,COMPSCI101 - Lab 11,3,"Write me a Python function called speak, that can convert a given string into a string that replaces letters with numbers that look like letters (e.g hello is converted into h3ll0, and t looks like 7). This should work for both capital and lowercase letters 
","

def speak(string): 
  output = """"
  for char in string:
    if char.isalpha():
      if char.isupper():
        output += str(ord(char) - 55)
      else:
        output += str(ord(char) - 48)
    else:
      output += char
  return output","Test failed for input Toast
Expected result was 70457
But actual result was 2963496768

","Test failed for input Toast
Expected result was 70457
But actual result was 2963496768

Test failed for input CS ROCKS
Expected result was C5 R0CK5
But actual result was 1228 2724122028

Test failed for input Test
Expected result was 7357
But actual result was 29536768

Test failed for input thezyrie
Expected result was 7h3zyr13
But actual result was 6856537473665753

Test failed for input Hi
Expected result was H1
But actual result was 1757

Test failed for input ABCDEFGHIJKLMNOPQRSTUVWXYZ
Expected result was 4BCD3FGH1JKLMN0PQR57UVWXYZ
But actual result was 1011121314151617181920212223242526272829303132333435

Test failed for input Set a broken toe
Expected result was 537 4 br0k3n 703
But actual result was 285368 49 506663595362 686353

Test failed for input abcdefghijklmnopqrstuvwxyz
Expected result was 4bcd3fgh1jklmn0pqr57uvwxyz
But actual result was 4950515253545556575859606162636465666768697071727374

",2023-08-24T03:00:24.944Z
22,COMPSCI101 - Lab 11,3,"Write me a Python function called speak, that can convert a given string into a string that replaces letters with numbers that look like letters (e.g hello is converted into h3ll0, and t looks like 7).
","

def speak(string):
  output = ''
  for char in string:
    if char == 'a':
      output += '4'
    elif char == 'e':
      output += '3'
    elif char == 'i':
      output += '1'
    elif char == 'o':
      output += '0'
    elif char == 't':
      output += '7'
    else:
      output += char
  return output","Test failed for input ABCDEFGHIJKLMNOPQRSTUVWXYZ
Expected result was 4BCD3FGH1JKLMN0PQR57UVWXYZ
But actual result was ABCDEFGHIJKLMNOPQRSTUVWXYZ

","Test passed for input Hi

Test failed for input ABCDEFGHIJKLMNOPQRSTUVWXYZ
Expected result was 4BCD3FGH1JKLMN0PQR57UVWXYZ
But actual result was ABCDEFGHIJKLMNOPQRSTUVWXYZ

Test failed for input CS ROCKS
Expected result was C5 R0CK5
But actual result was CS ROCKS

Test failed for input Toast
Expected result was 70457
But actual result was T04s7

Test failed for input Set a broken toe
Expected result was 537 4 br0k3n 703
But actual result was S37 4 br0k3n 703

Test failed for input abcdefghijklmnopqrstuvwxyz
Expected result was 4bcd3fgh1jklmn0pqr57uvwxyz
But actual result was 4bcd3fgh1jklmn0pqrs7uvwxyz

Test failed for input Test
Expected result was 7357
But actual result was T3s7

Test passed for input thezyrie

",2023-08-24T02:59:51.252Z
